English	Marathi
"Ask Tom where Mary is.","Tom la Mary kuthe aahe sang."
"Ask for what you want!","Tu je hava te mag!"
"At last, my turn came.","Antat, majhya turn aala."
"Autumn is almost here.","Autumn lagbhag aata aahe."
"Bad news travels fast.","Kharab khabare vegane gela."
"Be kind to old people.","Zanranna dayalu raha."
"Be polite to everyone.","Sarvanna vinamra raha."
"Be quiet for a moment.","Thoda samay shant raha."
"Bears can climb trees.","Bhalu vrukshavar chadhat ahet."
"Believe what you want.","Tu je avadta te vishwas kar."
"Beware of pickpockets.","Pickpockets pasun savdhan raha."
"Birds have sharp eyes.","Pakshi chikhla ahe."
"Both men were rescued.","Doni manas bachavle ghele."
"Bring your student ID!","Tumchi student ID ghet aao!"
"Business is improving.","Vyavsay sudharat ahe."
"Buy it for me, please.","Mala he ghet."
"Call me at the office.","Mala office madhe call kara."
"Can I borrow your car?","Mi tumchi car ghetu shakto ka?"
"Can I get you a drink?","Mi tumhala ek drink ghetu shakto ka?"
"Can I give you a ride?","Mi tumhala drop karu shakto ka?"
"Can I have this dance?","Mi he dance ghetu shakto ka?"
"Can I open the window?","Mi khidki ughadhu shakto ka?"
"Can I sit next to you?","Mi tujha kade basu shakto ka?"
"Can I turn off the TV?","Mi TV band karu shakto ka?"
"Can I use your pencil?","Mi tujha pencil vapru shakto ka?"
"Can Tom come tomorrow?","Tom udya yeu shakto ka?"
"Can he speak Japanese?","To Japanese bolu shakto ka?"
"Can his story be true?","Tichi kahani khare asu shakate ka?"
"Can somebody get that?","Koi hi he ghetu shakto ka?"
"Can the rumor be true?","He ghoshna khare asu shakate ka?"
"Can this news be true?","He khabar khare asu shakate ka?"
"Can we close the door?","Aapan dvara band karu shakto ka?"
"Can we get on with it?","Aapan he karu shakto ka?"
"Can you drive me home?","Tu mala ghar paryant nehu shakto ka?"
"Can you get a day off?","Tu ek divas chutti ghetu shakto ka?"
"Can you hear anything?","Tu kahi sanga shakta ka?"
"Can you identify them?","Tu te olakhu shakto ka?"
"Can you keep a secret?","Tu ek gupt rakhayla shakto ka?"
"Can you light the way?","Tu margala ujagaru shakto ka?"
"Can you loan me a pen?","Tu mala ek pen dehu shakto ka?"
"Can you show it to me?","Tu mala te dakhavu shakto ka?"
"Can you sing the song?","Tu he geet gavu shakto ka?"
"Can you speak English?","Tu English bolu shakto ka?"
"Can you wait a minute?","Tu ek minute thambu shakto ka?"
"Can you write Braille?","Tu Braille madhe lihhu shakto ka?"
"Can't we discuss this?","Aapan he vichar karu shakto ka?"
"Can't you move faster?","Tu jara vegane chalhu shakto ka?"
"Cats don't like water.","Billi paani avadtat nahi."
"Change was in the air.","Badal hawa madhe hota."
"Children need to play.","Balaanna khelaychi garaj ahe."
"Children watch adults.","Bala vuxanna baghtat."
"Close all the windows.","Sagli khidki band kara!"
"Close your eyes again.","Tujhe akhiche band kara!"
"Come downtown with us.","Aamchya sobat nagarala ye."
"Come here and help me.","Ithe yeu mala madat kara."
"Come home before dark.","Kaale honya purvi ghar ye."
"Come on, let's try it.","Chalo, he karu ya!"
"Come over to my place.","Mala gharat ye."
"Come to lunch with us.","Aamchya sobat lunch la ye."
"Complete the sentence.","Vakyacha samapan kara."
"Control is everything.","Niyantran sarva kahi aahe."
"Cotton sucks up water.","Cotton paani gholet."
"Could I have a tissue?","Mala ek tissue milu shakto ka?"
"Could I use the phone?","Mi phone vapru shakto ka?"
"Could I use your desk?","Mi tujha desk vapru shakto ka?"
"Could we discuss this?","Aapan he vichar karu shakto ka?"
"Could we have a spoon?","Aapan ek chamcha ghetu shakto ka?"
"Could you drop me off?","Tu mala drop karu shakto ka?"
"Could you let him out?","Tu to baher gela ahe ka?"
"Could you repeat that?","Tu he punha sangu shakto ka?"
"Count from one to ten.","Ek pasun das paryant ga."
"Death before dishonor!","Sharmitapeksha mrutyu!"
"Did I really say that?","Mi kharach he sangitla ka?"
"Did I ruin your plans?","Mi tujhe yojna bhalavli ka?"
"Did Tom forget to pay?","Tom ne bhugtan karayla visarla ka?"
"Did Tom listen to you?","Tom ne tujhe aikla ka?"
"Did anyone call me up?","Kahi hi mala call kel ka?"
"Did he do such things?","To ashe kame kel ka?"
"Did he propose to you?","To tujha lagna karayla sangitla ka?"
"Did he stay very long?","To khup vel rahl ka?"
"Did it make you angry?","He tujha ragaavla ka?"
"Did somebody get hurt?","Kahi hi dukhavla ka?"
"Did you ask the price?","Tu kimmat vicharla ka?"
"Did you buy a new car?","Tu ek navi car ghetli ka?"
"Did you buy this book?","Tu he pustak ghetla ka?"
"Did you find anything?","Tu kahi shodhla ka?"
"Did you get the check?","Tu check milala ka?"
"Did you have any luck?","Tu kashachya shubha milali ka?"
"Did you hear all that?","Tu he sagla aikla ka?"
"Did you hear the news?","Tu khabare aikli ka?"
"Did you hurt yourself?","Tu swatahala dukhavla ka?"
"Did you know him well?","Tu to khup chaan olakhta ka?"
"Did you not know that?","Tu he nahi mahit hota ka?"
"Did you question them?","Tu te vicharale ka?"
"Did you recognize Tom?","Tu Tom la olakhta ka?"
"Did you say something?","Tu kahi sangitla ka?"
"Did you say yes or no?","Tu ho ki na sangitla ka?"
"Did you see my camera?","Tu majhya camera la baghitla ka?"
"Did you sleep all day?","Tu divas bhar zhopla ka?"
"Did you take him home?","Tu to ghar gela ka?"
"Did you talk about me?","Tu mala vishay bolala ka?"
"Did you telephone him?","Tu la telefon kel ka?"
"Did you think of that?","Tu he vicharale ka?"
"Did you understand me?","Tu mala samjhla ka?"
"Did you use my camera?","Tu majhya camera vaprala ka?"
"Didn't I mention that?","Mi he sangitla nahi ka?"
"Do I look busy to you?","Mi tumhala busy disato ka?"
"Do I look busy to you?","Mi tumhala busy disato ka?"
"Do I look dead to you?","Mi tumhala morta disato ka?"
"Do I look like I care?","Mi mala parwa nahi ahe ka?"
"Do I look pale to you?","Mi tumhala pale disato ka?"
"Do I look presentable?","Mi presentable disato ka?"
"Do I need to say more?","Mala adhik sangaycha ahe ka?"
"Do I need to transfer?","Mala transfer karaychi garaj ahe ka?"
"Do it any way you can.","He tujhya shakya pramane kar."
"Do not be so critical.","Khup harsh na ho."
"Do not open your book.","Tujha pustak ughadhu nakos."
"Do they know about us?","Te aamchya vishay mahit aahe ka?"
"Do they learn English?","Te English shikta ka?"
"Do turtles have teeth?","Kachhupakshyanna dant aahe ka?"
"Do we have any chance?","Aamchya kade kahi avsar aahe ka?"
"Do we know each other?","Aamhi ekmekanna mahit aahe ka?"
"Do you agree with Tom?","Tu Tom sobat sahamat aahe ka?"
"Do you also like jazz?","Tu hi jazz avadta ka?"
"Do you believe in God?","Tu Ishwar var vishwas karto ka?"
"Do you believe me now?","Tu ata mala vishwas karto ka?"
"Do you carry a weapon?","Tu ek shastra ghetas ka?"
"Do you enjoy studying?","Tu shikayla avadta ka?"
"Do you feel all right?","Tu chaan aahes ka?"
"Do you fly frequently?","Tu vegveglya veles hawaijhaj ghetas ka?"
"Do you go there often?","Tu tithhe vegveglya veles jatas ka?"
"Do you have a bicycle?","Tujhe kade cycle aahe ka?"
"Do you have a few CDs?","Tujhe kade kahi CDs aahe ka?"
"Do you have a husband?","Tujhe ek pati aahe ka?"
"Do you have a lighter?","Tujhe kade lighter aahe ka?"
"Do you have a problem?","Tujhe kade ek samasya aahe ka?"
"Do you have a receipt?","Tujhe kade ek receipt aahe ka?"
"Do you have a vacancy?","Tujhe kade khali jagah aahe ka?"
"Do you have any money?","Tujhe kade kahi paisa aahe ka?"
"Do you have any water?","Tujhe kade paani aahe ka?"
"Do you have some milk?","Tujhe kade thoda dudh aahe ka?"
"Do you have some wine?","Tujhe kade thoda wine aahe ka?"
"Do you have to go now?","Tu ata jaaycha aahe ka?"
"Do you have your keys?","Tujhe kade chavi aahe ka?"
"Do you hear any sound?","Tu kahi sound aikto ka?"
"Do you know this lady?","Tu hi mahila olakhta ka?"
"Do you know this song?","Tu hi geet olakhta ka?"
"Do you know who he is?","Tu to kon aahe mahit aahe ka?"
"Do you know your size?","Tujhe size mahit aahe ka?"
"Do you like anchovies?","Tu anchovies avadta ka?"
"Do you like her songs?","Tu tichya geetanna avadta ka?"
"Do you like his songs?","Tu tyachya geetanna avadta ka?"
"Do you like surprises?","Tu surprises avadta ka?"
"Do you like the piano?","Tu piano avadta ka?"
"Do you like to travel?","Tu safar karayla avadta ka?"
"Do you live in Turkey?","Tu Turkey madhe rahato ka?"
"Do you meet him often?","Tu to la vegveglya veles bhetato ka?"
"Do you miss your kids?","Tujhe mulanna miss karto ka?"
"Do you need a deposit?","Tujhe ek deposit lagel ka?"
"Do you need the phone?","Tujhe phone lagel ka?"
"Do you need this book?","Tujhe he pustak lagel ka?"
"Do you not like girls?","Tu muliganna avadta ka?"
"Do you own a computer?","Tujhe kade ek computer aahe ka?"
"Do you plan on moving?","Tu shift honya cha vichar karto ka?"
"Do you play in a band?","Tu ek band madhe bajavto ka?"
"Do you really love me?","Tu mala kharach prem karto ka?"
"Do you really mean it?","Tu kharach he sangto ka?"
"Do you recognize them?","Tu te olakhta ka?"
"Do you speak Japanese?","Tu Japanese bolto ka?"
"Do you still love him?","Tu to la aata hi prem karto ka?"
"Do you still need tea?","Tu aata hi chai lagel ka?"
"Do you think I did it?","Tu vichar karto ka ki mi he kela?"
"Do you think I'm ugly?","Tu mala ugly disato ka?"
"Do you understand her?","Tu tichya samajhto ka?"
"Do you use aftershave?","Tu aftershave vaparto ka?"
"Do you walk to school?","Tu shalay jato ka?"
"Do you want in or not?","Tu andar yeu chahes ka?"
"Do you want some help?","Tu madat ghetaycha aahe ka?"
"Do you want some wine?","Tu wine ghetaycha aahe ka?"
"Do you want something?","Tu kahi ghetaycha aahe ka?"
"Do you want to resign?","Tu resign karaycha aahe ka?"
"Do you want to try it?","Tu he try karaycha aahe ka?"
"Does Tom dye his hair?","Tom ne tichya hair la rang kela ka?"
"Does Tom have a beard?","Tom kade beard aahe ka?"
"Does Tom like his job?","Tom la tichi naukri avadate ka?"
"Does Tom like to swim?","Tom la tarangavayla avadate ka?"
"Does Tom want to rest?","Tom la thoda विश्रांती ghyaychi aahe ka?"
"Does anybody know him?","Kahi hi to olakhta ka?"
"Does anyone feel sick?","Kahi hi mala sick feel karto ka?"
"Does he do any sports?","To kahi khel karto ka?"
"Does he speak English?","To English bolto ka?"
"Does it hurt anywhere?","Kahi jagah dukhato ka?"
"Does it matter to you?","He tumchya sathi mahatvapurn aahe ka?"
"Does it really matter?","He kharach mahatvapurn aahe ka?"
"Does she have a hobby?","Tichya kade kahi hobby aahe ka?"
"Does she like oranges?","Tila oranges avadta ka?"
"Does she speak French?","Ti French bolto ka?"
"Does that satisfy you?","He tumhala satisfy karto ka?"
"Does that trouble you?","He tumhala disturb karto ka?"
"Does that window open?","He khidki ughadate ka?"
"Does the hat fit well?","He topi chaan fit aahe ka?"
"Does this ring a bell?","He tujha kahi mahit aahe ka?"
"Dogs often bury bones.","Kutte vaakya khudat aahe."
"Don't be so impatient.","Khup impatient na ho."
"Don't bite your nails.","Tujhe nakhun kaat nakos."
"Don't blame it on her.","Tichya var dosh nakos."
"Don't call me anymore.","Mala aata call nakos."
"Don't call the police.","Police la call nakos."
"Don't close your eyes.","Tujhe akhiche band nakos."
"Don't come any closer.","Aata hi jasta nakos."
"Don't commit yourself.","Tujhe bandhan nakos."
"Don't confuse the two.","Doni confuse nakos."
"Don't cut your finger.","Tujha ungli kaat nakos."
"Don't drink and drive.","Paani pite samay gadi chalavoo nakos."
"Don't drink the water.","Paani nakos."
"Don't eat the oysters.","Oysters nakos."
"Don't even talk to me.","Mala hi nakos bol."
"Don't expect too much.","Khup apeksha nakos."
"Don't forget about me.","Mala visru nakos."
"Don't forget to floss.","Floss karayla visru nakos."
"Don't get discouraged.","Niraasha nakos."
"Don't get too excited.","Khup excited nakos."
"Don't give up halfway.","Madhyamat nirdhar nakos."
"Don't go near the dog.","Kuttaya kade nakos ja."
"Don't keep me waiting.","Mala thambayla nakos."
"Don't leave me behind!","Mala pichhe nakos thev."
"Don't leave the TV on.","TV on nakos thev."
"Don't look so shocked.","Asha shock nahi disu nakos."
"Don't lose your purse.","Tujha purse nakos ghal."
"Don't make me do this.","Mala he karayla nakos."
"Don't open it, please.","He ughadhu nakos, krupaya."
"Don't read my journal.","Maja journal nakos vacha."
"Don't respond to that.","He nakos uttar de."
"Don't say such things.","Ashe bolu nakos."
"Don't stand in my way.","Maja rasta nakos thev."
"Don't step on my toes.","Maja unglyavar nakos chal."
"Don't swear in public.","Public madhe jure nakos."
"Don't throw that away.","He nakos feko."
"Don't touch my camera.","Maja camera nakos chhu."
"Don't touch the glass.","Kach cha nakos chhu."
"Don't touch the stove.","Bhookhavar nakos chhu."
"Don't try my patience.","Maja patience nakos khel."
"Don't waste your time.","Tujha samay nakos zasta."
"Don't you feel guilty?","Tula guilty feel hota ka?"
"Don't you play tennis?","Tu tennis nahi khelto ka?"
"Don't you remember us?","Aamhi nakos smarato ka?"
"Double-click the icon.","Icon var double-click kara."
"Drinking was his ruin.","Paani pinyane to kharab zala."
"Eat whatever you like.","Tu je avadta te khau."
"Eat whatever you like.","Tu je avadta te khau."
"Eat your soup, please.","Tujhi soup khau, krupaya."
"Every dog has his day.","Pratek kutra la ek divas milto."
"Everybody believes it.","Sagle ya vishay vishwas karto."
"Everybody has secrets.","Sagle kahi gupt ahe."
"Everybody is sleeping.","Sagle zhopat ahe."
"Everybody likes money.","Sagle paisa avadta."
"Everybody looked sick.","Sagle sick disat hote."
"Everybody loves music.","Sagle sangeet avadta."
"Everybody ran outside.","Sagle baher palale."
"Everybody was stunned.","Sagle chakit zhale."
"Everybody's a suspect.","Sagle suspect ahet."
"Everyone is different.","Pratek vyakti alag aahe."
"Everyone is exhausted.","Sagle thakle aahet."
"Everyone is suffering.","Sagle dukha bhogta."
"Everyone kept talking.","Sagle bolat rahile."
"Everyone quieted down.","Sagle shant zhale."
"Everyone was doing it.","Sagle he karto hote."
"Everyone was drinking.","Sagle pinyat hote."
"Everything is working.","Sarva chalu aahe."
"Everything was stolen.","Sarva chori zhale."
"Everything went black.","Sarva kaala zhale."
"Everything went wrong.","Sarva chukla."
"Fasten your seat belt.","Tumhi seat belt band kara."
"Fill this out, please.","He bharu, krupaya."
"Find out where Tom is.","Tom kuthe aahe te shodh."
"Food will be included.","Khana samavishit hote."
"Fortune smiled on him.","Dhan shri to varshi."
"Forty people attended.","Chalis lok upasthit hote."
"Frankly, I don't care.","Sattik, mala parwa nahi."
"Get me another lawyer.","Mala ek nava wakil ghet."
"Get out of my kitchen.","Maja kitchen madhe nakos."
"Get out while you can.","Jat ahe, tya samayachya."
"Get your hands off me.","Mala chhu nakos."
"Give him a day or two.","Tyla ek divas ki don dya."
"Give it to me, please.","Mala te dya, krupaya."
"Give me just a little.","Mala thoda dya."
"Give me some more tea.","Mala thoda adhik chai dya."
"Give me your car keys.","Mala tujhe car chi chavi dya."
"Give this book to Tom.","He pustak Tom la dya."
"Glad to see you again.","Tumhala punha bhetun khushi jhali."
"Go ahead and take one.","Vas, ek ghet."
"Go and see the doctor.","Doctor kade ja."
"Go back to your seats.","Tumhi tumchya sthanavar ja."
"Go through the market.","Bazaar madhe ja."
"Go with your instinct.","Tumchya instinct cha palan kara."
"God created the world.","Ishwar ne jagacha srijan kela."
"God made the universe.","Ishwar ne vishvacha srijan kela."
"God, you're beautiful.","Ishwar, tu khup sundar aahe!"
"Good luck on the test!","Test sathi shubhkaamna!"
"Goodbye till tomorrow.","Uday paryant alvida."
"Had you been drinking?","Tu pyaala hota ka?"
"Happy Valentine's Day.","Valentine's Day chya shubhechha."
