English,Marathi
It's too hot.,Jasta toofan aahe.
Just say yes.,Fakt ho mhana!
Keep driving.,Chala.
Keep it warm.,Te garam theva.
Keep looking.,Pahate raha!
Keep reading.,Vacha chalu theva.
Keep running.,Dhaav chalu theva.
Keep working.,Kaam chalu theva!
Ladies first.,Mahila pratham.
Lead the way.,Marg dakhva.
Let go of it.,Te sod de.
Let go of me.,Mala sod!
Let her talk.,Tila bolu de.
Let him talk.,Tyala bolu de.
Let me check.,Mala parakhin karu de.
Let me leave!,Mala nighun javu de!
Let me sleep.,Mala jhop de.
Let's all go.,Aamhi sagle javu.
Let's bounce.,Uchla maaru.
Let's go now.,Ata javu.
Let's listen.,Aamhi suna.
Let's not go.,Aamhi jau nako.
Life goes on.,Jeevan chalu aahe.
Life is hard.,Jeevan kathin aahe.
Look at this.,He paha!
Look closely.,Sukhay paha.
Make a guess.,Anuman kara!
Mary is cute.,Mary chaan aahe.
May I cut in?,Mi aadhi yeu shakto ka?
May I try it?,Mi te prayatna karu shakto ka?
Men are pigs.,Purush suar aahet.
Must I go on?,Mala chalu thambaycha ka?
Must I hurry?,Mala jhatpat karaycha ka?
My eyes hurt.,Mala aankh dukhtat.
My feet hurt.,Mala paay dukhtat.
My hip hurts.,Mala kota dukhto.
Need I go on?,Mala chalu thambaycha ka?
No one cared.,Koni parva keli nahi.
No one cares.,Koni parva karat nahi.
No one knows.,Koni mahit nahi.
No one moved.,Koni haalchaal keli nahi.
No one spoke.,Koni bolala nahi.
Nobody asked.,Koni vicharla nahi.
Nobody knows.,Koni mahit nahi.
Now drink up.,Ata piya.
Now fix that.,Ata te theek kara.
Now leave us.,Ata aamhala soda.
OK. Go ahead.,Thik aahe. Chala.
Our eyes met.,Aamchi aankh bhetli.
Play it cool.,Sukhay khedata ye.
Please hurry.,Kripaya jhatpat ye.
Please leave.,Kripaya nighun ja.
Please relax.,Kripaya shant raha.
Please smile.,Kripaya hasa!
See you soon!,Jara vel!
Set Tom free.,Tom la mukt kara.
Shame on you!,Tujhyavar laaj!
She can swim.,Ti taru shakte.
She helps us.,Ti aamhala madat karte.
She is a fox.,Ti ek renuka aahe.
She is lucky.,Ti saubhagyashali aahe.
She is quiet.,Ti shant aahe.
She is sharp.,Ti tikshna aahe.
She is wrong.,Tila chuk zali aahe.
She is young.,Ti yuvati aahe.
She knows me.,Ti mala mahit aahe.
She liked it.,Tila te avadla.
She may come.,Shayad ti yeil.
She shot him.,Tine tyala goli maarli.
She shrieked.,Ti akshar keli.
She stood up.,Ti uthli.
She sued him.,Tine tyala court kela.
She was busy.,Ti vyast hoti.
She went out.,Ti baher geli.
Should we go?,Aamhi javu ka?
Someone came.,Koni aala.
Stay a while.,Thodi vel thamb!
Stay with me.,Mja barobar raha.
Stay with us.,Aamchya barobar raha.
Stop arguing.,Vad band kara!
Stop filming.,Filming band kara.
Stop reading.,Vacha band kara.
Stop smoking.,Sigaret band kara.
Stop staring.,Mala bagh nako!
Stop talking.,Bola nako.
Stop the car.,Car thamva!
Stop yelling!,Gaja nako!
Sweet dreams!,Chaan swapna!
Take a break.,Thodi vel aram kara!
Take a whiff.,Ek vaat ghe.
Take it easy!,Sukhay raha!
Take it easy.,Sukhay raha.
Take me home.,Mala ghari ghe.
Tell me more.,Mala adhik sang!
Thanks a lot.,Khup dhanyavad.
That is mine.,He maza aahe.
That will do.,He jmapel.
That's a lie.,He jhooth aahe.
That's a lot!,He jasta aahe!
That's clear.,He sapha aahe.
That's crazy.,He pagal aahe.
That's funny.,He mazedar aahe.
That's great!,He chaan aahe!
That's right!,Te thik aahe!
That's weird.,He vichitra aahe.
They approve.,Te svikar kartat.
They crashed.,Te dhakkadla.
They escaped.,Te nishkal nighun gele.
They gave up.,Te soda dile.
They hate us.,Te aamhala vanchavtat.
They know us.,Te aamhala mahit aahet.
They laughed.,Te hasle.
They refused.,Tyane mana kele.
They relaxed.,Tyane shant zala.
They said no.,Tyane nahi mhantla.
They sweated.,Tyane transpirale.
They'll grow.,Te vadhat jaat aahet.
They're back.,Te parat ale.
They're boys.,Te mulga aahet.
They're cold.,Te thanda aahet.
They're cool.,Te chaan aahet.
They're cute.,Te chaan aahet.
They're dead.,Te mitle aahet.
They're done.,Te jhalay.
They're free.,Te mukt aahet.
They're gone.,Te nighun gele.
They're here.,Te ithe aahet.
They're mine.,He maza aahe.
They're rich.,Te dhanwan aahet.
They're weak.,Te durbhal aahet.
This is easy.,He sope aahe.
This is fine.,He thik aahe.
This is free.,He free aahe.
This is gold.,He sona aahe.
This is huge.,He motta aahe.
This is lame.,He chhan nahi aahe.
This is life!,He jeevan aahe!
This is love.,He prem aahe.
This is mine.,He maza aahe.
This is nice.,He chaan aahe.
This is sick.,He vichitra aahe.
This is ugly.,He kupa aahe.
Tom finished.,Tom ne jhalay.
Tom is a spy.,Tom ek spy aahe.
Tom is awful.,Tom khar khar aahe.
Tom is blind.,Tom andha aahe.
Tom is cruel.,Tom khatarnak aahe.
Tom is drunk.,Tom nashili aahe.
Tom is dying.,Tom marat aahe.
Tom is there.,Tom ithe aahe.
Tom listened.,Tom ne suna.
Tom loved it.,Tom ne te avadla.
Tom needs me.,Tom la mala garaj aahe.
Tom shrugged.,Tom ne khan khan kela.
Tom stutters.,Tom bega aahe.
Tom was poor.,Tom gareeb hota.
Tom was shot.,Tom la goli maarli.
Tom will cry.,Tom rautel.
Tom's afraid.,Tom ghabrala aahe.
Tom's asleep.,Tom jhopla aahe.
Tom's coming.,Tom yeu shakto.
Tom's eating.,Tom khato aahe.
Tom's famous.,Tom prasiddh aahe.
Tom's guilty.,Tom doshi aahe.
Trust no one.,Koni vishwas ghet nahi.
Try it again.,Punha prayatna kara.
Try to sleep.,Zhopayla prayatna kara.
Unbelievable!,Vishwas na hone!
Use them all.,Sarva vapra.
Wait a while.,Thodi vel thamb.
Wait for Tom.,Tom la thamb.
Want a drink?,Ek drink hava ka?
We all cried.,Aamhi sagle rautale.
We apologize.,Aamhi maafi maangto.
We are Arabs.,Aamhi Arab aahe.
We are happy.,Aamhi khush aahe.
We can't win.,Aamhi jinkoo shakto nahi.
We could die.,Aamhi maru shakto.
We felt good.,Aamhi chaan vattala.
We get on OK.,Aamhi chalu aahe.
We got lucky.,Aamhi chaan avadla.
We got ready.,Aamhi tayar zhalu.
We have wine.,Aamhi madira aahe.
We live here.,Aamhi ithe rahato.
We met today.,Aamhi aaj bhetlo.
We might die.,Aamhi maru shakto.
We must obey.,Aamhi aagya manavi aahe.
We must talk.,Aamhi bolaycha aahe.
We need both.,Aamhala donhi lagte.
We need help.,Aamhala madat lagte.
We need rest.,Aamhala aram lagte.
We need time.,Aamhala vel lagte.
We wanted it.,Aamhala te lagte.
We overslept.,Aamhi jhopla hota.
We sat there.,Aamhi ithe baslo.
We should go.,Aamhi javu shakto.
We succeeded!,Aamhi jinklo!
We want jobs.,Aamhala naukri lagte.
We were busy.,Aamhi vyast hota.
We'll attack.,Aamhi hani karu.
We'll attend.,Aamhi yeth yein.
We'll decide.,Aamhi nirnay ghet.
We'll follow.,Aamhi follow karu.
We'll manage.,Aamhi sarabhar karu.
We'll starve.,Aamhi bhukha jao.
We're a team.,Aamhi ek team aahe.
We're adults.,Aamhi adult aahe.
We're all OK.,Aamhi sagle thik aahe.
We're at war.,Aamhi yudh madhe aahe.
We're buying.,Aamhi ghet aahe.
We're closed.,Aamhi band aahe.
We're coming.,Aamhi yeu shakto.
We're dating.,Aamhi date karu shakto.
We're doomed.,Aamhi nashit aahe.
We're hiding.,Aamhi gupte aahe.
We're inside.,Aamhi andar aahe.
We're joking.,Aamhi mazak karto.
We're losing.,Aamhi harat aahe.
We're moving.,Aamhi gela aahe.
We're normal.,Aamhi normal aahe.
We're paying.,Aamhi bhugavto aahe.
We're pooped.,Aamhi thakla aahe.
We're ruined.,Aamhi nasht zhalu.
We're shaken.,Aamhi ghabraavi aahe.
We're sneaky.,Aamhi chatur aahe.
We're strong.,Aamhi balwan aahe.
We're trying.,Aamhi prayatna karto.
Welcome back.,Tumhala parat swagat aahe!
Welcome home.,Tumhala gharat swagat aahe.
What a bore!,Kasa udas aahe!
What a dope!,Kasa moorkh aahe!
What a night!,Kasa raat aahe!
What a shame!,Kasa dukha aahe!
What a shock!,Kasa aashcharya aahe!
What a waste!,Kasa ganda aahe!
What a woman!,Kasa mahila aahe!
What is love?,Prem kay aahe?
What was it?,Te kay hota?
What'd I do?,Mi kay kela?
What's that?,He kay aahe?
What's this?,He kay aahe?
Where is he?,To kuthe aahe?
Where was I?,Mi kuthe hota?
Who are you?,Tu kon aahe?
Who is next?,Aata koun aahe?
Who's going?,Kona nighun jaat aahe?
Who's there?,To kuthe aahe?
Whose is it?,He koun aahe?
Will it fit?,Te samavto ka?
Will you go?,Tu nighun jaayla shakto ka?
Work slowly.,Thoda slow kaam kara.
You are big.,Tu motta aahe.
You are mad.,Tu pagal aahe.
You cheated.,Tu chori kela.
You fainted.,Tu faint zala.
You hurt me.,Tu mala dukhta.
You may sit.,Tu basa.
You must go.,Tu jaave lagel.
You're back.,Tu parat aala.
You're cool.,Tu chaan aahe.
You're fair.,Tu nyayik aahe.
You're fine.,Tu thik aahe.
You're free.,Tu mukt aahe.
You're kind.,Tu dayalu aahe.
You're lazy.,Tu aalas aahe.
You're lost.,Tu gela aahe.
You're nice.,Tu chaan aahe.
You're rich.,Tu dhanwan aahe.
You're rude.,Tu khar khar aahe.
You're safe.,Tu surakshit aahe.
What's wrong?,Kasa chukla?
Where is she?,Ti kuthe aahe?
Who are they?,Te kon aahet?
Who broke it?,Tyane te todla?
Who built it?,Tyane te banavla?
Who did this?,Tyane he kela?
Who has come?,Kona aala?
Who sent you?,Tyane tujha pathavla?
Who told you?,Tyane mala sangitla?
Who vanished?,Kona gela?
Who wants it?,Tyala te avadta ka?
Who was here?,Kona ithe hota?
Who will pay?,Kona bhugavto?
Who will win?,Kona jinkto?
Who's coming?,Kona yeu shakto?
Who's hungry?,Kona bhookha aahe?
Why not both?,Donhi ka nahi?
Will he live?,To jivit rahil ka?
Wish me luck.,Mala shubhkamna de.
Write in ink.,Ink ne lih.
Write to Tom.,Tom la lih.
Years passed.,Varsh gela.
You amuse me.,Tu mala anand deto.
You are good.,Tu chaan aahe.
You are late.,Tu berz aahe.
You are rich.,Tu dhanwan aahe.
You can come.,Tu yeu shakto.
You can help.,Tu madat karu shakto.
You can rest.,Tu aram karu shakto.
You did this.,Tu he kela.
You go first.,Tu pratham ja.
You hurt him.,Tu tyala dukhta.
You look fat.,Tu motta disat aahes.
You may swim.,Tu taru shakto.
You promised.,Tu vaada kela.
You scare me.,Tu mala ghabaravto.
You were shy.,Tu laaj hota.
You will die.,Tu marshil.
You'll be OK.,Tu thik rahish.
You're back.,Tu parat aala.
You're cool.,Tu chaan aahe.
You're fair.,Tu nyayik aahe.
You're fine.,Tu thik aahe.
You're free.,Tu mukt aahe.
You're kind.,Tu dayalu aahe.
You're lazy.,Tu aalas aahe.
You're lost.,Tu gela aahe.
You're nice.,Tu chaan aahe.
You're nuts!,Tu pagal aahe!
You're rich.,Tu dhanwan aahe.
You're rude.,Tu khar khar aahe.
You're safe.,Tu surakshit aahe.
You're thin.,Tu patla aahe.
You're weak.,Tu durbhal aahe.
You're young.,Tu yuvak aahe.
You've tried.,Tu prayatna kela.
You're full of surprises., Tula surprises bharlelya ahet.
You're in over your head., Tu over your head madhe ahe.
You're in serious danger., Tumhi serious danger madhe aahat.
You're joking  of course., Tula course madhe jokes karat aahe.
You're looking very well., Tumhi very well dakhavat aahat.
You're lying  aren't you?, Tumhi khot bolat ahat ka
You're missing the point., Tumhi point miss karat aahat.
You're no friend of mine., Tumhi maza friend nav aahat.
You're not a millionaire., Tumhi millionaire nav aahat.
You're not alone anymore., Tumhi aata ekle nav aahat.
You're not alone anymore., Tumhi aata ekli nav aahat.
You're not impressing me., Tu mala impress karat nav aahe.
You're not my girlfriend.,Tu ma girlfriend nahi aahes.
"You're not that old, Tom.","Tu itka old nahi aahes, Tom."
You're not young anymore.,Tu ata young nahi aahes.
You're on the wrong ship.,Tu chukiche ship var aahes.
"You're picky, aren't you?","Tu picky aahes, nahi ka?"
You're really incredible.,Tu khup incredible aahes.
You're spoiling the mood.,Tu mood kharab karat aahes.
You're such a tattletale.,Tu khup tattletale aahes.
You're the best dad ever.,Tu sarvach chhan dad aahes.
You're the reason I came.,Tu chahes karan mi aalo.
You're twisting my words.,Tu ma shabda ghalat samjat aahes.
You're wasting your time.,Tu tula time zala aahes.
You've already forgotten.,Tu pehleच bhulala aahes.
You've arrived too early.,Tu khup jhalya aahes.
You've been a great help.,Tu khup madat keli aahes.
You've done a superb job.,Tu chhan kaam kela aahes.
You've got a cute friend.,Tula ek cute friend aahes.
You've got a lot of guts.,Tula khup guts aahes.
You've got the wrong guy.,Tula chukicha guy aahes.
You've got to be kidding!,Tu mazak karat aahes!
You've lost your marbles.,Tu paagal zhala aahes.
You've set a bad example.,Tu ek chukicha udaharan dila aahes.
Your French is improving.,Tujha French sudharat aahes.
Your book is on the desk.,Tujha book desk var aahes.
Your criticism is unfair.,Tujhi criticism unfair aahes.
Your daughter's on drugs.,Tujhi mulgi drugs var aahes.
Your daughter's on drugs.,Tujhi mulgi drugs var aahes.
Your father won't buy it.,Tujha baba te nahi ghenar.
Your hair will grow back.,Tujhe hair punha yene.
Your shirt is inside out.,Tujhi shirt aata aadi ahe.
Your things are all here.,Tujhe sagle kame ithe ahet.
"Yours is not bad, either.",Tujha pan chhan nahi ahe.
1989 was a difficult year.,1989 ek kathin varsh hota.
A burnt child dreads fire.,Jalale balak aagla bhay kartat.
A button came off my coat.,Maza coat cha button utarala.
A cat can see in the dark.,Ek bili andharat pan pahushakte.
A decision had to be made.,Ek faisla ghenya sathi lagla.
"A few days later, he came.","Kahi divsani, to aala."
A fork fell off the table.,Ek fork table varun padla.
A girl appeared before me.,Ek mulgi mazyas samor aali.
A girl stood there crying.,Ek mulgi tyat raut hoti.
A gun might come in handy.,Ek gun upyogi hoil.
A horse can run very fast.,Ek ghoda khup vegane chaloo shakto.
A is 5 times as long as B.,A B peksha 5 guna lambai ahe.
A man began to follow Tom.,Ek man Tom cha pichha karayla lagla.
A nail punctured the tire.,Ek nail tire la chhedla.
A policeman came up to me.,Ek policeman mazyas samor aala.
A rat ran across the road.,Ek rate raste varun jato.
A tear ran down her cheek.,Ek tarla tichya gaal varun padla.
A watched pot never boils.,"Jya potala baghtat, tyat kadhi hi ubh nahi."
Add 5 to 3 and you have 8.,"3 madhe 5 tak, ani tujha 8 milto."
"After a while, he came to.","Thodi velan, to aala."
Air is a mixture of gases.,Hawa ek gascha mishran ahe.
Air is lighter than water.,Hawa paanyapeksha haluk ahe.
"All at once, he spoke out.","Ekach vel, to bolala lagla."
All graduates are invited.,Sarva graduates la nimantran ahe.
All knowledge is not good.,Sarva gyan chhan nahi ahe.
All men are created equal.,Sarva manas ek samaan ahet.
All men have equal rights.,Sarva manasanna sama adhikar ahet.
All of my things are gone.,Mazi sagli kame gayi.
All of them are connected.,Te sagle ekatra ahet.
All the prisoners escaped.,Sarva bandi pahan gela.
All the stores are closed.,Sarva dukane band ahet.
All's well that ends well.,"Je thik ahe, te thik ahe."
Am I disturbing something?,Mi kahi disturb karat aahes ka?
Am I speaking too quickly?,Mi khup vegane bolat aahes ka?
Am I still your boyfriend?,Mi aata hi tujha boyfriend aahes ka?
Am I under suspicion here?,Mi ithe suspicion madhe aahes ka?
And then what will happen?,Ani mag kay honar?
"And then, what did you do?","Ani mag, tu kay kela?"
"And then, what did you do?","Ani mag, tumhi kay kela?"
Ants work hard all summer.,Khadkha summer bhar khup mehnat kartat.
Any child can answer that.,Kahi pan mulga te uttar deu shakto.
Any one of us could do it.,Aamchya madhe kahi pan te karu shakto.
Anybody can become famous.,Kahi pan famous hou shakto.
Anyone can ask a question.,Kahi pan prashna vicharu shakto.
Anyone can make a mistake.,Kahi pan chuk karu shakto.
Appearances are deceiving.,Dekhava dhoka deto.
Apples were on sale today.,Aaj apples var promotion hoti.
Are all these books yours?,He sagle books tujhe aahes ka?
Are all these books yours?,He sagle books tujhe aahes ka?
Are all these books yours?,He sagle books tumchya aahes ka?
Are all these books yours?,He sagle books tumhala aahes ka?
Are they actually friends?,Te kharech mitra aahes ka?
Are they actually friends?,Te kharech mitra aahes ka?
Are they friends of yours?,Te tumchya mitra aahes ka?
Are they friends of yours?,Te tumchya mitra aahes ka?
Are they friends of yours?,Te tumchya mitra aahes ka?
Are we still on for later?,Aamhi aata hi later sathi aahot ka?
Are you afraid of silence?,Tula silence cha bhay aahes ka?
Are you afraid of silence?,Tula silence cha bhay aahes ka?
Are you all finished here?,Tumhi ithe sagle jhalay ka?
Are you all finished here?,Tumhi ithe sagle jhalay ka?
Are you all finished here?,Tumhi ithe sagle jhalay ka?
Are you all finished here?,Tumhi ithe sagle jhalay ka?
Are you deaf or something?,Tu kaafi sorda zhala aahes ka?
Are you enjoying the play?,Tu natak baghnyat anand ghet aahes ka?
Are you enjoying the play?,Tumhi natak baghnyat anand ghet aahes ka?
Are you enjoying yourself?,Tumhi khup anand ghet aahes ka?
Are you enjoying yourself?,Tu khup anand ghet aahes ka?
Are you expecting someone?,Tumhi kahi lokanchi apeksha kart aahes ka?
Are you expecting someone?,Tu kahi lokanchi apeksha kart aahes ka?
Are you flirting with him?,Tu tyachya barobar flirt kart aahes ka?
Are you flirting with him?,Tumhi tyachya barobar flirt kart aahes ka?
Are you free after school?,Tu school nantar free aahes ka?
Are you free this weekend?,Tumhi ya weekend la free aahes ka?
Are you free this weekend?,Tu ya weekend la free aahes ka?
Are you going home by bus?,Tu bus ne ghar jaat aahes ka?
Are you going home by bus?,Tumhi bus ne ghar jaat aahes ka?
Are you going to eat that?,Tu te khanar aahes ka?
Are you going to eat that?,Tumhi te khanar aahes ka?
Are you going to warn Tom?,Tumhi Tom la warn karna?
Are you here to arrest me?,Tumhi mala arrest karayala ithe aahes ka?
Are you here to arrest me?,Tu mala arrest karayala ithe aahes ka?
Are you looking for a job?,Tumhi naukri shadhtat ka?
Are you looking for a job?,Tu naukri shadhtat ka?
Are you no longer in pain?,Tula ata dukh nahi ka?
Are you no longer in pain?,Tumha ata dukh nahi ka?
Are you out of your minds?,Tumhi pagal zhaly ka?
Are you out of your minds?,Tu pagal zhala aahes ka?
Are you proud of yourself?,Tu tujhyavar abhiman karat aahes ka?
Are you proud of yourself?,Tu tujhyavar abhiman karat aahes ka?
Are you proud of yourself?,Tumhi tujhyavar abhiman karat aahes ka?
Are you proud of yourself?,Tumhi tujhyavar abhiman karat aahes ka?
Are you proud of yourself?,Tumhi tujhyavar abhiman karat aahes ka?
Are you proud of yourself?,Tumhi tujhyavar abhiman karat aahes ka?
Are you really a princess?,Tu kharech ek rajkumari aahes ka?
Are you really a princess?,Tu kharech ek rajkumari aahes ka?
Are you trying to kill me?,Tu mala marayla prahyat aahes ka?
Are you trying to kill me?,Tumhi mala marayla prahyat aahes ka?
Aren't those your parents?,Te tujhe parents nahi ka?
Aren't you a little young?,Tu thoda yuvak nahi ka?
Aren't you a little young?,Tumhi thoda yuvak nahi ka?
"As for me, I am satisfied.","Majya barobar, mi santushta aahes."
"At first, it is difficult.","Pratham, te kathin ahe."
"At last, it began to rain.","Shevati, pavas suru zala."
At what hour was she born?,Koni vezevar ti janmali?
At what time did he leave?,Koni vezevar to gela?
Athletes are no different.,Khiladi veg nahi.
"Bathe the baby, won't you?","Bathe the baby, nahi ka?"
Be kind to little animals.,Chhoty pranyanna dayalu vha.
Be kind to little animals.,Chhoty pranyanna dayalu vha.
Be polite to your parents.,Tujhe parents la nirmam vha.
Be polite to your parents.,Tujhe parents la nirmam vha.
Be polite to your parents.,Tumche parents la nirmam vha.
Be polite to your parents.,Tumche parents la nirmam vha.
Be polite to your parents.,Tumche parents la nirmam vha.
Be polite to your parents.,Tumche parents la nirmam vha.
Be prepared for the worst.,Sarvat vaika la tayar raha!
Be quiet and listen to me.,Chup raha ani mala kel.
Be quiet and listen to me.,Chup raha ani mala kel.
Be sure to drop me a line.,Mala line takaychi vishrutti ka.
Bears are quite dangerous.,Arya khup khatarnak ahet.
Beggars can't be choosers.,Mangane karta yeti nahi.
Blue is my favorite color.,Blue majhya favorite color ahe.
Books are my best friends.,Books majhya chhan mitra ahet.
Both Tom and Mary blushed.,Tom ani Mary donhi laal zhali.
Both Tom and Mary blushed.,Tom ani Mary donhi laal zhali.
Both of us are from Tampa.,Aamhi donhi Tampa cha aahot.
Bourbon is made from corn.,Bourbon makka pasun tayar kela jato.
Bring me a glass of water.,Mala ek glass paani get.
Bring me a piece of chalk.,Mala ek piece chalk get.
Bring me something to eat.,Mala khanyasathi kahi get.
"Bring me the menu, please.","Mala menu get, krupaya!"
"Bring me the menu, please.","Mala menu get, krupaya!"
Bring the water to a boil.,Paani ubh kar.
Bring the water to a boil.,Paani ubh kar.
Bring your children along.,Tujhe mulanna sodun ye.
Bulgaria is like Russian.,Bulgarian Russian sarakh ahe.
Bulgaria is like Russian.,Bulgarian Russian sarakh ahe.
Business is very good now.,Vyavsay khup chhan ahe.
Butter is made from cream.,Butter cream pasun tayar hota.
Call a doctor immediately.,Ek doctor la turant call kara.
Call if you need anything.,Kahi lagla tar call kara.
Call if you need anything.,Kahi lagla tar call kara.
Camels have three eyelids.,Ushtranna teen palak ahet.
